audio,label
KsponSpeech_000452.pcm,KsponSpeech_label_000452.txt
KsponSpeech_000453.pcm,KsponSpeech_label_000453.txt
KsponSpeech_000454.pcm,KsponSpeech_label_000454.txt
KsponSpeech_000455.pcm,KsponSpeech_label_000455.txt
KsponSpeech_000456.pcm,KsponSpeech_label_000456.txt
KsponSpeech_000457.pcm,KsponSpeech_label_000457.txt
KsponSpeech_000458.pcm,KsponSpeech_label_000458.txt
KsponSpeech_000459.pcm,KsponSpeech_label_000459.txt
KsponSpeech_000460.pcm,KsponSpeech_label_000460.txt
KsponSpeech_000461.pcm,KsponSpeech_label_000461.txt
KsponSpeech_000462.pcm,KsponSpeech_label_000462.txt
KsponSpeech_000463.pcm,KsponSpeech_label_000463.txt
KsponSpeech_000464.pcm,KsponSpeech_label_000464.txt
KsponSpeech_000465.pcm,KsponSpeech_label_000465.txt
KsponSpeech_000466.pcm,KsponSpeech_label_000466.txt
KsponSpeech_000467.pcm,KsponSpeech_label_000467.txt
KsponSpeech_000468.pcm,KsponSpeech_label_000468.txt
KsponSpeech_000469.pcm,KsponSpeech_label_000469.txt
KsponSpeech_000470.pcm,KsponSpeech_label_000470.txt
KsponSpeech_000471.pcm,KsponSpeech_label_000471.txt
KsponSpeech_000472.pcm,KsponSpeech_label_000472.txt
KsponSpeech_000473.pcm,KsponSpeech_label_000473.txt
KsponSpeech_000474.pcm,KsponSpeech_label_000474.txt
KsponSpeech_000475.pcm,KsponSpeech_label_000475.txt
KsponSpeech_000476.pcm,KsponSpeech_label_000476.txt
KsponSpeech_000477.pcm,KsponSpeech_label_000477.txt
KsponSpeech_000478.pcm,KsponSpeech_label_000478.txt
KsponSpeech_000479.pcm,KsponSpeech_label_000479.txt
KsponSpeech_000480.pcm,KsponSpeech_label_000480.txt
KsponSpeech_000481.pcm,KsponSpeech_label_000481.txt
KsponSpeech_000482.pcm,KsponSpeech_label_000482.txt
KsponSpeech_000483.pcm,KsponSpeech_label_000483.txt
KsponSpeech_000484.pcm,KsponSpeech_label_000484.txt
KsponSpeech_000485.pcm,KsponSpeech_label_000485.txt
KsponSpeech_000486.pcm,KsponSpeech_label_000486.txt
KsponSpeech_000487.pcm,KsponSpeech_label_000487.txt
KsponSpeech_000488.pcm,KsponSpeech_label_000488.txt
KsponSpeech_000489.pcm,KsponSpeech_label_000489.txt
KsponSpeech_000490.pcm,KsponSpeech_label_000490.txt
KsponSpeech_000491.pcm,KsponSpeech_label_000491.txt
KsponSpeech_000492.pcm,KsponSpeech_label_000492.txt
KsponSpeech_000493.pcm,KsponSpeech_label_000493.txt
KsponSpeech_000494.pcm,KsponSpeech_label_000494.txt
KsponSpeech_000495.pcm,KsponSpeech_label_000495.txt
KsponSpeech_000496.pcm,KsponSpeech_label_000496.txt
KsponSpeech_000497.pcm,KsponSpeech_label_000497.txt
KsponSpeech_000498.pcm,KsponSpeech_label_000498.txt
KsponSpeech_000499.pcm,KsponSpeech_label_000499.txt
KsponSpeech_000500.pcm,KsponSpeech_label_000500.txt
KsponSpeech_000501.pcm,KsponSpeech_label_000501.txt
KsponSpeech_000502.pcm,KsponSpeech_label_000502.txt
KsponSpeech_000503.pcm,KsponSpeech_label_000503.txt
KsponSpeech_000504.pcm,KsponSpeech_label_000504.txt
KsponSpeech_000505.pcm,KsponSpeech_label_000505.txt
KsponSpeech_000506.pcm,KsponSpeech_label_000506.txt
KsponSpeech_000507.pcm,KsponSpeech_label_000507.txt
KsponSpeech_000508.pcm,KsponSpeech_label_000508.txt
KsponSpeech_000509.pcm,KsponSpeech_label_000509.txt
KsponSpeech_000510.pcm,KsponSpeech_label_000510.txt
KsponSpeech_000511.pcm,KsponSpeech_label_000511.txt
KsponSpeech_000512.pcm,KsponSpeech_label_000512.txt
KsponSpeech_000513.pcm,KsponSpeech_label_000513.txt
KsponSpeech_000514.pcm,KsponSpeech_label_000514.txt
KsponSpeech_000515.pcm,KsponSpeech_label_000515.txt
KsponSpeech_000516.pcm,KsponSpeech_label_000516.txt
KsponSpeech_000517.pcm,KsponSpeech_label_000517.txt
KsponSpeech_000518.pcm,KsponSpeech_label_000518.txt
KsponSpeech_000519.pcm,KsponSpeech_label_000519.txt
KsponSpeech_000520.pcm,KsponSpeech_label_000520.txt
KsponSpeech_000521.pcm,KsponSpeech_label_000521.txt
KsponSpeech_000522.pcm,KsponSpeech_label_000522.txt
KsponSpeech_000523.pcm,KsponSpeech_label_000523.txt
KsponSpeech_000524.pcm,KsponSpeech_label_000524.txt
KsponSpeech_000525.pcm,KsponSpeech_label_000525.txt
KsponSpeech_000526.pcm,KsponSpeech_label_000526.txt
KsponSpeech_000527.pcm,KsponSpeech_label_000527.txt
KsponSpeech_000528.pcm,KsponSpeech_label_000528.txt
KsponSpeech_000529.pcm,KsponSpeech_label_000529.txt
KsponSpeech_000530.pcm,KsponSpeech_label_000530.txt
KsponSpeech_000531.pcm,KsponSpeech_label_000531.txt
KsponSpeech_000532.pcm,KsponSpeech_label_000532.txt
KsponSpeech_000533.pcm,KsponSpeech_label_000533.txt
KsponSpeech_000534.pcm,KsponSpeech_label_000534.txt
KsponSpeech_000535.pcm,KsponSpeech_label_000535.txt
KsponSpeech_000536.pcm,KsponSpeech_label_000536.txt
KsponSpeech_000537.pcm,KsponSpeech_label_000537.txt
KsponSpeech_000538.pcm,KsponSpeech_label_000538.txt
KsponSpeech_000539.pcm,KsponSpeech_label_000539.txt
KsponSpeech_000540.pcm,KsponSpeech_label_000540.txt
KsponSpeech_000541.pcm,KsponSpeech_label_000541.txt
KsponSpeech_000542.pcm,KsponSpeech_label_000542.txt
KsponSpeech_000543.pcm,KsponSpeech_label_000543.txt
KsponSpeech_000544.pcm,KsponSpeech_label_000544.txt
KsponSpeech_000545.pcm,KsponSpeech_label_000545.txt
KsponSpeech_000546.pcm,KsponSpeech_label_000546.txt
KsponSpeech_000547.pcm,KsponSpeech_label_000547.txt
KsponSpeech_000548.pcm,KsponSpeech_label_000548.txt
KsponSpeech_000549.pcm,KsponSpeech_label_000549.txt
KsponSpeech_000550.pcm,KsponSpeech_label_000550.txt
KsponSpeech_000551.pcm,KsponSpeech_label_000551.txt
KsponSpeech_000552.pcm,KsponSpeech_label_000552.txt
KsponSpeech_000553.pcm,KsponSpeech_label_000553.txt
KsponSpeech_000554.pcm,KsponSpeech_label_000554.txt
KsponSpeech_000555.pcm,KsponSpeech_label_000555.txt
KsponSpeech_000556.pcm,KsponSpeech_label_000556.txt
KsponSpeech_000557.pcm,KsponSpeech_label_000557.txt
KsponSpeech_000558.pcm,KsponSpeech_label_000558.txt
KsponSpeech_000559.pcm,KsponSpeech_label_000559.txt
KsponSpeech_000560.pcm,KsponSpeech_label_000560.txt
KsponSpeech_000561.pcm,KsponSpeech_label_000561.txt
KsponSpeech_000562.pcm,KsponSpeech_label_000562.txt
KsponSpeech_000563.pcm,KsponSpeech_label_000563.txt
KsponSpeech_000564.pcm,KsponSpeech_label_000564.txt
KsponSpeech_000565.pcm,KsponSpeech_label_000565.txt
KsponSpeech_000566.pcm,KsponSpeech_label_000566.txt
KsponSpeech_000567.pcm,KsponSpeech_label_000567.txt
KsponSpeech_000568.pcm,KsponSpeech_label_000568.txt
KsponSpeech_000569.pcm,KsponSpeech_label_000569.txt
KsponSpeech_000570.pcm,KsponSpeech_label_000570.txt
KsponSpeech_000571.pcm,KsponSpeech_label_000571.txt
KsponSpeech_000572.pcm,KsponSpeech_label_000572.txt
KsponSpeech_000573.pcm,KsponSpeech_label_000573.txt
KsponSpeech_000574.pcm,KsponSpeech_label_000574.txt
KsponSpeech_000575.pcm,KsponSpeech_label_000575.txt
KsponSpeech_000576.pcm,KsponSpeech_label_000576.txt
KsponSpeech_000577.pcm,KsponSpeech_label_000577.txt
KsponSpeech_000578.pcm,KsponSpeech_label_000578.txt
KsponSpeech_000579.pcm,KsponSpeech_label_000579.txt
KsponSpeech_000580.pcm,KsponSpeech_label_000580.txt
KsponSpeech_000581.pcm,KsponSpeech_label_000581.txt
KsponSpeech_000582.pcm,KsponSpeech_label_000582.txt
KsponSpeech_000583.pcm,KsponSpeech_label_000583.txt
KsponSpeech_000584.pcm,KsponSpeech_label_000584.txt
KsponSpeech_000585.pcm,KsponSpeech_label_000585.txt
KsponSpeech_000586.pcm,KsponSpeech_label_000586.txt
KsponSpeech_000587.pcm,KsponSpeech_label_000587.txt
KsponSpeech_000588.pcm,KsponSpeech_label_000588.txt
KsponSpeech_000589.pcm,KsponSpeech_label_000589.txt
KsponSpeech_000590.pcm,KsponSpeech_label_000590.txt
KsponSpeech_000591.pcm,KsponSpeech_label_000591.txt
KsponSpeech_000592.pcm,KsponSpeech_label_000592.txt
KsponSpeech_000593.pcm,KsponSpeech_label_000593.txt
KsponSpeech_000594.pcm,KsponSpeech_label_000594.txt
KsponSpeech_000595.pcm,KsponSpeech_label_000595.txt
KsponSpeech_000596.pcm,KsponSpeech_label_000596.txt
KsponSpeech_000597.pcm,KsponSpeech_label_000597.txt
KsponSpeech_000598.pcm,KsponSpeech_label_000598.txt
KsponSpeech_000599.pcm,KsponSpeech_label_000599.txt
KsponSpeech_000600.pcm,KsponSpeech_label_000600.txt
KsponSpeech_000601.pcm,KsponSpeech_label_000601.txt
KsponSpeech_000602.pcm,KsponSpeech_label_000602.txt
KsponSpeech_000603.pcm,KsponSpeech_label_000603.txt
KsponSpeech_000604.pcm,KsponSpeech_label_000604.txt
KsponSpeech_000605.pcm,KsponSpeech_label_000605.txt
KsponSpeech_000606.pcm,KsponSpeech_label_000606.txt
KsponSpeech_000607.pcm,KsponSpeech_label_000607.txt
KsponSpeech_000608.pcm,KsponSpeech_label_000608.txt
KsponSpeech_000609.pcm,KsponSpeech_label_000609.txt
KsponSpeech_000610.pcm,KsponSpeech_label_000610.txt
KsponSpeech_000611.pcm,KsponSpeech_label_000611.txt
KsponSpeech_000612.pcm,KsponSpeech_label_000612.txt
KsponSpeech_000613.pcm,KsponSpeech_label_000613.txt
KsponSpeech_000614.pcm,KsponSpeech_label_000614.txt
KsponSpeech_000615.pcm,KsponSpeech_label_000615.txt
KsponSpeech_000616.pcm,KsponSpeech_label_000616.txt
KsponSpeech_000617.pcm,KsponSpeech_label_000617.txt
KsponSpeech_000618.pcm,KsponSpeech_label_000618.txt
KsponSpeech_000619.pcm,KsponSpeech_label_000619.txt
KsponSpeech_000620.pcm,KsponSpeech_label_000620.txt
KsponSpeech_000621.pcm,KsponSpeech_label_000621.txt
KsponSpeech_000622.pcm,KsponSpeech_label_000622.txt
KsponSpeech_000623.pcm,KsponSpeech_label_000623.txt
KsponSpeech_000624.pcm,KsponSpeech_label_000624.txt
KsponSpeech_000625.pcm,KsponSpeech_label_000625.txt
KsponSpeech_000626.pcm,KsponSpeech_label_000626.txt
KsponSpeech_000627.pcm,KsponSpeech_label_000627.txt
KsponSpeech_000628.pcm,KsponSpeech_label_000628.txt
KsponSpeech_000629.pcm,KsponSpeech_label_000629.txt
KsponSpeech_000630.pcm,KsponSpeech_label_000630.txt
KsponSpeech_000631.pcm,KsponSpeech_label_000631.txt
KsponSpeech_000632.pcm,KsponSpeech_label_000632.txt
KsponSpeech_000633.pcm,KsponSpeech_label_000633.txt
KsponSpeech_000634.pcm,KsponSpeech_label_000634.txt
KsponSpeech_000635.pcm,KsponSpeech_label_000635.txt
KsponSpeech_000636.pcm,KsponSpeech_label_000636.txt
KsponSpeech_000637.pcm,KsponSpeech_label_000637.txt
KsponSpeech_000638.pcm,KsponSpeech_label_000638.txt
KsponSpeech_000639.pcm,KsponSpeech_label_000639.txt
KsponSpeech_000640.pcm,KsponSpeech_label_000640.txt
KsponSpeech_000641.pcm,KsponSpeech_label_000641.txt
KsponSpeech_000642.pcm,KsponSpeech_label_000642.txt
KsponSpeech_000643.pcm,KsponSpeech_label_000643.txt
KsponSpeech_000644.pcm,KsponSpeech_label_000644.txt
KsponSpeech_000645.pcm,KsponSpeech_label_000645.txt
KsponSpeech_000646.pcm,KsponSpeech_label_000646.txt
KsponSpeech_000647.pcm,KsponSpeech_label_000647.txt
KsponSpeech_000648.pcm,KsponSpeech_label_000648.txt
KsponSpeech_000649.pcm,KsponSpeech_label_000649.txt
KsponSpeech_000650.pcm,KsponSpeech_label_000650.txt
KsponSpeech_000651.pcm,KsponSpeech_label_000651.txt
KsponSpeech_000652.pcm,KsponSpeech_label_000652.txt
KsponSpeech_000653.pcm,KsponSpeech_label_000653.txt
KsponSpeech_000654.pcm,KsponSpeech_label_000654.txt
KsponSpeech_000655.pcm,KsponSpeech_label_000655.txt
KsponSpeech_000656.pcm,KsponSpeech_label_000656.txt
KsponSpeech_000657.pcm,KsponSpeech_label_000657.txt
KsponSpeech_000658.pcm,KsponSpeech_label_000658.txt
KsponSpeech_000659.pcm,KsponSpeech_label_000659.txt
KsponSpeech_000660.pcm,KsponSpeech_label_000660.txt
KsponSpeech_000661.pcm,KsponSpeech_label_000661.txt
KsponSpeech_000662.pcm,KsponSpeech_label_000662.txt
KsponSpeech_000663.pcm,KsponSpeech_label_000663.txt
KsponSpeech_000664.pcm,KsponSpeech_label_000664.txt
KsponSpeech_000665.pcm,KsponSpeech_label_000665.txt
KsponSpeech_000666.pcm,KsponSpeech_label_000666.txt
KsponSpeech_000667.pcm,KsponSpeech_label_000667.txt
KsponSpeech_000668.pcm,KsponSpeech_label_000668.txt
KsponSpeech_000669.pcm,KsponSpeech_label_000669.txt
KsponSpeech_000670.pcm,KsponSpeech_label_000670.txt
KsponSpeech_000671.pcm,KsponSpeech_label_000671.txt
KsponSpeech_000672.pcm,KsponSpeech_label_000672.txt
KsponSpeech_000673.pcm,KsponSpeech_label_000673.txt
KsponSpeech_000674.pcm,KsponSpeech_label_000674.txt
KsponSpeech_000675.pcm,KsponSpeech_label_000675.txt
KsponSpeech_000676.pcm,KsponSpeech_label_000676.txt
KsponSpeech_000677.pcm,KsponSpeech_label_000677.txt
KsponSpeech_000678.pcm,KsponSpeech_label_000678.txt
KsponSpeech_000679.pcm,KsponSpeech_label_000679.txt
KsponSpeech_000680.pcm,KsponSpeech_label_000680.txt
KsponSpeech_000681.pcm,KsponSpeech_label_000681.txt
KsponSpeech_000682.pcm,KsponSpeech_label_000682.txt
KsponSpeech_000683.pcm,KsponSpeech_label_000683.txt
KsponSpeech_000684.pcm,KsponSpeech_label_000684.txt
KsponSpeech_000685.pcm,KsponSpeech_label_000685.txt
KsponSpeech_000686.pcm,KsponSpeech_label_000686.txt
KsponSpeech_000687.pcm,KsponSpeech_label_000687.txt
KsponSpeech_000688.pcm,KsponSpeech_label_000688.txt
KsponSpeech_000689.pcm,KsponSpeech_label_000689.txt
KsponSpeech_000690.pcm,KsponSpeech_label_000690.txt
KsponSpeech_000691.pcm,KsponSpeech_label_000691.txt
KsponSpeech_000692.pcm,KsponSpeech_label_000692.txt
KsponSpeech_000693.pcm,KsponSpeech_label_000693.txt
KsponSpeech_000694.pcm,KsponSpeech_label_000694.txt
KsponSpeech_000695.pcm,KsponSpeech_label_000695.txt
KsponSpeech_000696.pcm,KsponSpeech_label_000696.txt
KsponSpeech_000697.pcm,KsponSpeech_label_000697.txt
KsponSpeech_000698.pcm,KsponSpeech_label_000698.txt
KsponSpeech_000699.pcm,KsponSpeech_label_000699.txt
KsponSpeech_000700.pcm,KsponSpeech_label_000700.txt
KsponSpeech_000701.pcm,KsponSpeech_label_000701.txt
KsponSpeech_000702.pcm,KsponSpeech_label_000702.txt
KsponSpeech_000703.pcm,KsponSpeech_label_000703.txt
KsponSpeech_000704.pcm,KsponSpeech_label_000704.txt
KsponSpeech_000705.pcm,KsponSpeech_label_000705.txt
KsponSpeech_000706.pcm,KsponSpeech_label_000706.txt
KsponSpeech_000707.pcm,KsponSpeech_label_000707.txt
KsponSpeech_000708.pcm,KsponSpeech_label_000708.txt
KsponSpeech_000709.pcm,KsponSpeech_label_000709.txt
KsponSpeech_000710.pcm,KsponSpeech_label_000710.txt
KsponSpeech_000711.pcm,KsponSpeech_label_000711.txt
KsponSpeech_000712.pcm,KsponSpeech_label_000712.txt
KsponSpeech_000713.pcm,KsponSpeech_label_000713.txt
KsponSpeech_000714.pcm,KsponSpeech_label_000714.txt
KsponSpeech_000715.pcm,KsponSpeech_label_000715.txt
KsponSpeech_000716.pcm,KsponSpeech_label_000716.txt
KsponSpeech_000717.pcm,KsponSpeech_label_000717.txt
KsponSpeech_000718.pcm,KsponSpeech_label_000718.txt
KsponSpeech_000719.pcm,KsponSpeech_label_000719.txt
KsponSpeech_000720.pcm,KsponSpeech_label_000720.txt
KsponSpeech_000721.pcm,KsponSpeech_label_000721.txt
KsponSpeech_000722.pcm,KsponSpeech_label_000722.txt
KsponSpeech_000723.pcm,KsponSpeech_label_000723.txt
KsponSpeech_000724.pcm,KsponSpeech_label_000724.txt
KsponSpeech_000725.pcm,KsponSpeech_label_000725.txt
KsponSpeech_000726.pcm,KsponSpeech_label_000726.txt
KsponSpeech_000727.pcm,KsponSpeech_label_000727.txt
KsponSpeech_000728.pcm,KsponSpeech_label_000728.txt
KsponSpeech_000729.pcm,KsponSpeech_label_000729.txt
KsponSpeech_000730.pcm,KsponSpeech_label_000730.txt
KsponSpeech_000731.pcm,KsponSpeech_label_000731.txt
KsponSpeech_000732.pcm,KsponSpeech_label_000732.txt
KsponSpeech_000733.pcm,KsponSpeech_label_000733.txt
KsponSpeech_000734.pcm,KsponSpeech_label_000734.txt
KsponSpeech_000735.pcm,KsponSpeech_label_000735.txt
KsponSpeech_000736.pcm,KsponSpeech_label_000736.txt
KsponSpeech_000737.pcm,KsponSpeech_label_000737.txt
KsponSpeech_000738.pcm,KsponSpeech_label_000738.txt
KsponSpeech_000739.pcm,KsponSpeech_label_000739.txt
KsponSpeech_000740.pcm,KsponSpeech_label_000740.txt
KsponSpeech_000741.pcm,KsponSpeech_label_000741.txt
KsponSpeech_000742.pcm,KsponSpeech_label_000742.txt
KsponSpeech_000743.pcm,KsponSpeech_label_000743.txt
KsponSpeech_000744.pcm,KsponSpeech_label_000744.txt
KsponSpeech_000745.pcm,KsponSpeech_label_000745.txt
KsponSpeech_000746.pcm,KsponSpeech_label_000746.txt
KsponSpeech_000747.pcm,KsponSpeech_label_000747.txt
KsponSpeech_000748.pcm,KsponSpeech_label_000748.txt
KsponSpeech_000749.pcm,KsponSpeech_label_000749.txt
KsponSpeech_000750.pcm,KsponSpeech_label_000750.txt
KsponSpeech_000751.pcm,KsponSpeech_label_000751.txt
KsponSpeech_000752.pcm,KsponSpeech_label_000752.txt
KsponSpeech_000753.pcm,KsponSpeech_label_000753.txt
KsponSpeech_000754.pcm,KsponSpeech_label_000754.txt
KsponSpeech_000755.pcm,KsponSpeech_label_000755.txt
KsponSpeech_000756.pcm,KsponSpeech_label_000756.txt
KsponSpeech_000757.pcm,KsponSpeech_label_000757.txt
KsponSpeech_000758.pcm,KsponSpeech_label_000758.txt
KsponSpeech_000759.pcm,KsponSpeech_label_000759.txt
KsponSpeech_000760.pcm,KsponSpeech_label_000760.txt
KsponSpeech_000761.pcm,KsponSpeech_label_000761.txt
KsponSpeech_000762.pcm,KsponSpeech_label_000762.txt
KsponSpeech_000763.pcm,KsponSpeech_label_000763.txt
KsponSpeech_000764.pcm,KsponSpeech_label_000764.txt
KsponSpeech_000765.pcm,KsponSpeech_label_000765.txt
KsponSpeech_000766.pcm,KsponSpeech_label_000766.txt
KsponSpeech_000767.pcm,KsponSpeech_label_000767.txt
KsponSpeech_000768.pcm,KsponSpeech_label_000768.txt
KsponSpeech_000769.pcm,KsponSpeech_label_000769.txt
KsponSpeech_000770.pcm,KsponSpeech_label_000770.txt
KsponSpeech_000771.pcm,KsponSpeech_label_000771.txt
KsponSpeech_000772.pcm,KsponSpeech_label_000772.txt
KsponSpeech_000773.pcm,KsponSpeech_label_000773.txt
KsponSpeech_000774.pcm,KsponSpeech_label_000774.txt
KsponSpeech_000775.pcm,KsponSpeech_label_000775.txt
KsponSpeech_000776.pcm,KsponSpeech_label_000776.txt
KsponSpeech_000777.pcm,KsponSpeech_label_000777.txt
KsponSpeech_000778.pcm,KsponSpeech_label_000778.txt
KsponSpeech_000779.pcm,KsponSpeech_label_000779.txt
KsponSpeech_000780.pcm,KsponSpeech_label_000780.txt
KsponSpeech_000781.pcm,KsponSpeech_label_000781.txt
KsponSpeech_000782.pcm,KsponSpeech_label_000782.txt
KsponSpeech_000783.pcm,KsponSpeech_label_000783.txt
KsponSpeech_000784.pcm,KsponSpeech_label_000784.txt
KsponSpeech_000785.pcm,KsponSpeech_label_000785.txt
KsponSpeech_000786.pcm,KsponSpeech_label_000786.txt
KsponSpeech_000787.pcm,KsponSpeech_label_000787.txt
KsponSpeech_000788.pcm,KsponSpeech_label_000788.txt
KsponSpeech_000789.pcm,KsponSpeech_label_000789.txt
KsponSpeech_000790.pcm,KsponSpeech_label_000790.txt
KsponSpeech_000791.pcm,KsponSpeech_label_000791.txt
KsponSpeech_000792.pcm,KsponSpeech_label_000792.txt
KsponSpeech_000793.pcm,KsponSpeech_label_000793.txt
KsponSpeech_000794.pcm,KsponSpeech_label_000794.txt
KsponSpeech_000795.pcm,KsponSpeech_label_000795.txt
KsponSpeech_000796.pcm,KsponSpeech_label_000796.txt
KsponSpeech_000797.pcm,KsponSpeech_label_000797.txt
KsponSpeech_000798.pcm,KsponSpeech_label_000798.txt
KsponSpeech_000799.pcm,KsponSpeech_label_000799.txt
KsponSpeech_000800.pcm,KsponSpeech_label_000800.txt
KsponSpeech_000801.pcm,KsponSpeech_label_000801.txt
KsponSpeech_000802.pcm,KsponSpeech_label_000802.txt
KsponSpeech_000803.pcm,KsponSpeech_label_000803.txt
KsponSpeech_000804.pcm,KsponSpeech_label_000804.txt
KsponSpeech_000805.pcm,KsponSpeech_label_000805.txt
KsponSpeech_000806.pcm,KsponSpeech_label_000806.txt
KsponSpeech_000807.pcm,KsponSpeech_label_000807.txt
KsponSpeech_000808.pcm,KsponSpeech_label_000808.txt
KsponSpeech_000809.pcm,KsponSpeech_label_000809.txt
KsponSpeech_000810.pcm,KsponSpeech_label_000810.txt
KsponSpeech_000811.pcm,KsponSpeech_label_000811.txt
KsponSpeech_000812.pcm,KsponSpeech_label_000812.txt
KsponSpeech_000813.pcm,KsponSpeech_label_000813.txt
KsponSpeech_000814.pcm,KsponSpeech_label_000814.txt
KsponSpeech_000815.pcm,KsponSpeech_label_000815.txt
KsponSpeech_000816.pcm,KsponSpeech_label_000816.txt
KsponSpeech_000817.pcm,KsponSpeech_label_000817.txt
KsponSpeech_000818.pcm,KsponSpeech_label_000818.txt
KsponSpeech_000819.pcm,KsponSpeech_label_000819.txt
KsponSpeech_000820.pcm,KsponSpeech_label_000820.txt
KsponSpeech_000821.pcm,KsponSpeech_label_000821.txt
KsponSpeech_000822.pcm,KsponSpeech_label_000822.txt
KsponSpeech_000823.pcm,KsponSpeech_label_000823.txt
KsponSpeech_000824.pcm,KsponSpeech_label_000824.txt
KsponSpeech_000825.pcm,KsponSpeech_label_000825.txt
KsponSpeech_000826.pcm,KsponSpeech_label_000826.txt
KsponSpeech_000827.pcm,KsponSpeech_label_000827.txt
KsponSpeech_000828.pcm,KsponSpeech_label_000828.txt
KsponSpeech_000829.pcm,KsponSpeech_label_000829.txt
KsponSpeech_000830.pcm,KsponSpeech_label_000830.txt
KsponSpeech_000831.pcm,KsponSpeech_label_000831.txt
KsponSpeech_000832.pcm,KsponSpeech_label_000832.txt
KsponSpeech_000833.pcm,KsponSpeech_label_000833.txt
KsponSpeech_000834.pcm,KsponSpeech_label_000834.txt
KsponSpeech_000835.pcm,KsponSpeech_label_000835.txt
KsponSpeech_000836.pcm,KsponSpeech_label_000836.txt
KsponSpeech_000837.pcm,KsponSpeech_label_000837.txt
KsponSpeech_000838.pcm,KsponSpeech_label_000838.txt
KsponSpeech_000839.pcm,KsponSpeech_label_000839.txt
KsponSpeech_000840.pcm,KsponSpeech_label_000840.txt
KsponSpeech_000841.pcm,KsponSpeech_label_000841.txt
KsponSpeech_000842.pcm,KsponSpeech_label_000842.txt
KsponSpeech_000843.pcm,KsponSpeech_label_000843.txt
KsponSpeech_000844.pcm,KsponSpeech_label_000844.txt
KsponSpeech_000845.pcm,KsponSpeech_label_000845.txt
KsponSpeech_000846.pcm,KsponSpeech_label_000846.txt
KsponSpeech_000847.pcm,KsponSpeech_label_000847.txt
KsponSpeech_000848.pcm,KsponSpeech_label_000848.txt
KsponSpeech_000849.pcm,KsponSpeech_label_000849.txt
KsponSpeech_000850.pcm,KsponSpeech_label_000850.txt
KsponSpeech_000851.pcm,KsponSpeech_label_000851.txt
KsponSpeech_000852.pcm,KsponSpeech_label_000852.txt
KsponSpeech_000853.pcm,KsponSpeech_label_000853.txt
KsponSpeech_000854.pcm,KsponSpeech_label_000854.txt
KsponSpeech_000855.pcm,KsponSpeech_label_000855.txt
KsponSpeech_000856.pcm,KsponSpeech_label_000856.txt
KsponSpeech_000857.pcm,KsponSpeech_label_000857.txt
KsponSpeech_000858.pcm,KsponSpeech_label_000858.txt
KsponSpeech_000859.pcm,KsponSpeech_label_000859.txt
KsponSpeech_000860.pcm,KsponSpeech_label_000860.txt
KsponSpeech_000861.pcm,KsponSpeech_label_000861.txt
KsponSpeech_000862.pcm,KsponSpeech_label_000862.txt
KsponSpeech_000863.pcm,KsponSpeech_label_000863.txt
KsponSpeech_000864.pcm,KsponSpeech_label_000864.txt
KsponSpeech_000865.pcm,KsponSpeech_label_000865.txt
KsponSpeech_000866.pcm,KsponSpeech_label_000866.txt
KsponSpeech_000867.pcm,KsponSpeech_label_000867.txt
KsponSpeech_000868.pcm,KsponSpeech_label_000868.txt
KsponSpeech_000869.pcm,KsponSpeech_label_000869.txt
KsponSpeech_000870.pcm,KsponSpeech_label_000870.txt
KsponSpeech_000871.pcm,KsponSpeech_label_000871.txt
KsponSpeech_000872.pcm,KsponSpeech_label_000872.txt
KsponSpeech_000873.pcm,KsponSpeech_label_000873.txt
KsponSpeech_000874.pcm,KsponSpeech_label_000874.txt
KsponSpeech_000875.pcm,KsponSpeech_label_000875.txt
KsponSpeech_000876.pcm,KsponSpeech_label_000876.txt
KsponSpeech_000877.pcm,KsponSpeech_label_000877.txt
KsponSpeech_000878.pcm,KsponSpeech_label_000878.txt
KsponSpeech_000879.pcm,KsponSpeech_label_000879.txt
KsponSpeech_000880.pcm,KsponSpeech_label_000880.txt
KsponSpeech_000881.pcm,KsponSpeech_label_000881.txt
KsponSpeech_000882.pcm,KsponSpeech_label_000882.txt
KsponSpeech_000883.pcm,KsponSpeech_label_000883.txt
KsponSpeech_000884.pcm,KsponSpeech_label_000884.txt
KsponSpeech_000885.pcm,KsponSpeech_label_000885.txt
KsponSpeech_000886.pcm,KsponSpeech_label_000886.txt
KsponSpeech_000887.pcm,KsponSpeech_label_000887.txt
KsponSpeech_000888.pcm,KsponSpeech_label_000888.txt
KsponSpeech_000889.pcm,KsponSpeech_label_000889.txt
KsponSpeech_000890.pcm,KsponSpeech_label_000890.txt
KsponSpeech_000891.pcm,KsponSpeech_label_000891.txt
KsponSpeech_000892.pcm,KsponSpeech_label_000892.txt
KsponSpeech_000893.pcm,KsponSpeech_label_000893.txt
KsponSpeech_000894.pcm,KsponSpeech_label_000894.txt
KsponSpeech_000895.pcm,KsponSpeech_label_000895.txt
KsponSpeech_000896.pcm,KsponSpeech_label_000896.txt
KsponSpeech_000897.pcm,KsponSpeech_label_000897.txt
KsponSpeech_000898.pcm,KsponSpeech_label_000898.txt
KsponSpeech_000899.pcm,KsponSpeech_label_000899.txt
KsponSpeech_000900.pcm,KsponSpeech_label_000900.txt
KsponSpeech_000901.pcm,KsponSpeech_label_000901.txt
KsponSpeech_000902.pcm,KsponSpeech_label_000902.txt
